,blockNumber,timeStamp,hash,nonce,blockHash,from,contractAddress,to,value,tokenName,tokenSymbol,tokenDecimal,transactionIndex,gas,gasPrice,gasUsed,cumulativeGasUsed,input,confirmations
7665,20002151,1659182700,0x96c8749b00de3c42aa2dc8f4d350ddd78d0e37fde93ed852070cbfd61a098335,878,0x7fc5a7e9176533bb146a3b6d66a73db28288ab0452a2551e91f0f76dc5af7ea0,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0xdb28c401b54443dcde3ba2abed2131001bf0703d,350814454720289331,Wrapped BNB,WBNB,18,164,230084,5000000000,183471,13999630,deprecated,6195676
7666,20002151,1659182700,0xf3555142de2ffcc21279b8aa32f8cfba035bfaeb7ef4c86f252c6e513e98a440,108,0x7fc5a7e9176533bb146a3b6d66a73db28288ab0452a2551e91f0f76dc5af7ea0,0x2ca779cee06a8208ca1b81cdc70e68da071e1b5a,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,622738511101269417,Wrapped BNB,WBNB,18,236,263701,5000000000,231329,22279092,deprecated,6195676
7667,20002152,1659182703,0x2cb59a9f671bc6c9a0b6e1332dc9d1596b87d632c3490461d43483c56b33eb24,896,0xb4a9a13da555654b67e1902e8073f34fef0beb90f9001b4616973417d30afb34,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0xd3c89638536e4be97f1918d3f17cc14910d51009,203593482085086071,Wrapped BNB,WBNB,18,29,606756,7000000000,547634,3360135,deprecated,6195675
7668,20002152,1659182703,0x957e1c806a50fb2903b30f9b19fc2c9131569e3e431b68a20d65ebd94227a164,70,0xb4a9a13da555654b67e1902e8073f34fef0beb90f9001b4616973417d30afb34,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x10ed43c718714eb63d5aa57b78b54704e256024e,8471207922757345,Wrapped BNB,WBNB,18,122,165880,5000000000,125518,13273535,deprecated,6195675
7669,20002152,1659182703,0x69368f17af7c649299c6864d6ffd2af9a12fdca76caa62c23ddcfa2b938fa057,723,0xb4a9a13da555654b67e1902e8073f34fef0beb90f9001b4616973417d30afb34,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x10ed43c718714eb63d5aa57b78b54704e256024e,94624728593915904,Wrapped BNB,WBNB,18,190,416254,5000000000,325225,23445562,deprecated,6195675
7670,20002153,1659182706,0x1b3c8f28f2a5b263c7fcd471ac022bf8229dd3da38025aee81308b5d85dd6774,780,0xf325f4379aab9ecc2b60b8ff6a74522dbaa68a4cea416881d6f148489880e09e,0xbaf9a5d4b0052359326a6cdab54babaa3a3a9643,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,345314046897024683,Wrapped BNB,WBNB,18,74,242172,5500000000,150132,8040290,deprecated,6195674
7671,20002153,1659182706,0x928946ba84c6663ba10a5816b00f535204a295227a3a82a92c9a43c6acba87dc,311,0xf325f4379aab9ecc2b60b8ff6a74522dbaa68a4cea416881d6f148489880e09e,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0xbee4b88c14e88cf014c03b95d9ab8c88f846cb01,1187497301764903713,Wrapped BNB,WBNB,18,124,225327,5000000000,167131,12803314,deprecated,6195674
7672,20002153,1659182706,0x966862cc24c5a52db5dbe788a2d6e305d3ad8bb924a1c66a57f55af0406f2cd3,36,0xf325f4379aab9ecc2b60b8ff6a74522dbaa68a4cea416881d6f148489880e09e,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0xcfa9384b47a98c691ea02ebcef0f63e1f6a0a1b2,345070747935003896,Wrapped BNB,WBNB,18,167,228815,5000000000,209420,17610812,deprecated,6195674
7673,20002153,1659182706,0x54d8f29a5e0b741e796899108e5ad0fec2d46a97c2bd5f7040a7438edaca371e,93,0xf325f4379aab9ecc2b60b8ff6a74522dbaa68a4cea416881d6f148489880e09e,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0xfd2f93a02d332721fb1813ff05ae29f2eacb2410,86267556530974020,Wrapped BNB,WBNB,18,181,292042,5000000000,186295,19133601,deprecated,6195674
7674,20002153,1659182706,0xb6a3847068e6f3064b1fb964ec585fc96d3a9739d674f077243495e7a5ab3b54,147,0xf325f4379aab9ecc2b60b8ff6a74522dbaa68a4cea416881d6f148489880e09e,0x10ed43c718714eb63d5aa57b78b54704e256024e,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,69360409593615491,Wrapped BNB,WBNB,18,203,154584,5000000000,115247,21149169,deprecated,6195674
7675,20002153,1659182706,0xfcc2de3492b0529d1a4a12cf456048cfb8961b9e55dafcc28d6b3c525c49e8c2,5,0xf325f4379aab9ecc2b60b8ff6a74522dbaa68a4cea416881d6f148489880e09e,0xc6fa2df7bbd5dd538a5cb0c22770548bdd00132b,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,290131656973940649,Wrapped BNB,WBNB,18,210,931648,5000000000,520899,24004022,deprecated,6195674
7676,20002154,1659182709,0xa2392a23067905f583373405b6728e2d1eccecea848701d9355756fb7417e3e9,28,0x56488c0133a7b7bff625d5fb06836ad6ceddc6e74ef2350ca1b7b5955ed06c1c,0xbee4b88c14e88cf014c03b95d9ab8c88f846cb01,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,251913990606025184,Wrapped BNB,WBNB,18,33,379558,5500000000,269499,5996440,deprecated,6195673
7677,20002154,1659182709,0x945eb7175e0f403616b2926503793549a9c342080e50b07b12979188c05660d0,904,0x56488c0133a7b7bff625d5fb06836ad6ceddc6e74ef2350ca1b7b5955ed06c1c,0x1405966cd1d3e171afcc1b2e91eaa5de72ce763e,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,92317053948093848,Wrapped BNB,WBNB,18,102,380500,5000000000,230267,16130717,deprecated,6195673
7678,20002154,1659182709,0x7d72b435011906155c0ee88ba72f60cdd2d9aa574ecd03f305eaa8820c89a35f,5235,0x56488c0133a7b7bff625d5fb06836ad6ceddc6e74ef2350ca1b7b5955ed06c1c,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x48bb92d83f4a71aafefc57c66c818c716ba43d22,690141971214195437,Wrapped BNB,WBNB,18,115,929500,5000000000,617482,17980401,deprecated,6195673
7679,20002154,1659182709,0xcee999cdbc0e9e57b5c1d8f80cb26e68e9b5598317533aec968161ba92e59566,9,0x56488c0133a7b7bff625d5fb06836ad6ceddc6e74ef2350ca1b7b5955ed06c1c,0x10ed43c718714eb63d5aa57b78b54704e256024e,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,61515960899929,Wrapped BNB,WBNB,18,125,695592,5000000000,517369,21050246,deprecated,6195673
7680,20002155,1659182712,0x6b9ac525d47677635cf95ae596f0e22cbad671f5dbccc2bb6439235cea4f3c22,196,0x951c8e85c0eff3a6e042b6a7f8c3ce52061d4886bb9810c10656ea67a7e7f15f,0x10ed43c718714eb63d5aa57b78b54704e256024e,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,450000000000000000,Wrapped BNB,WBNB,18,83,259650,5355000000,218096,8718124,deprecated,6195672
7681,20002155,1659182712,0x88a56b0cdf2c85f51de967b1651827588f509e982183ec42445be7f1b384287d,51,0x951c8e85c0eff3a6e042b6a7f8c3ce52061d4886bb9810c10656ea67a7e7f15f,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x67fb2b10bbdf1ba476d19bc983948fd50c409642,20642159827385268,Wrapped BNB,WBNB,18,103,522816,5355000000,326136,10772024,deprecated,6195672
7682,20002155,1659182712,0xb9c86bfa116973a83c136c2d9fb4e05e4ee9de7ea9dd502d2f2229e863b0926e,127,0x951c8e85c0eff3a6e042b6a7f8c3ce52061d4886bb9810c10656ea67a7e7f15f,0x10ed43c718714eb63d5aa57b78b54704e256024e,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,568776026006711618,Wrapped BNB,WBNB,18,187,145785,5000000000,107268,20795052,deprecated,6195672
7683,20002156,1659182715,0xeb1ade1790434d2f778ae34b162a69b65dbce716ddf4db91517252127f129d75,419,0x049ea9c5322cb867da99dd19befbfe4f31b34a5653dd168e61b68d55ae6281f1,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x10ed43c718714eb63d5aa57b78b54704e256024e,176522239352360507,Wrapped BNB,WBNB,18,35,495728,7000000000,417442,4691675,deprecated,6195671
7684,20002156,1659182715,0xdd3817303591bf7284980f8e180985c277621b365fd4d4f48af0c3300ee38973,822,0x049ea9c5322cb867da99dd19befbfe4f31b34a5653dd168e61b68d55ae6281f1,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0xcfa9384b47a98c691ea02ebcef0f63e1f6a0a1b2,1035212642506023609,Wrapped BNB,WBNB,18,40,242319,6000000000,209420,5463521,deprecated,6195671
7685,20002156,1659182715,0x39702436d53ed35fda0de7a3f8bb3136db94c59a3091d52c5af071563dcbface,497,0x049ea9c5322cb867da99dd19befbfe4f31b34a5653dd168e61b68d55ae6281f1,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0xc948a0df9394f3f0c9d4570c8d14458ced147657,35836822884035004,Wrapped BNB,WBNB,18,41,217430,6000000000,172148,5635669,deprecated,6195671
7686,20002156,1659182715,0xb2abcbf42c8208fcf625521cdfbaa25c77ac6d0b1398f65a90786b7b2612e199,918,0x049ea9c5322cb867da99dd19befbfe4f31b34a5653dd168e61b68d55ae6281f1,0x10ed43c718714eb63d5aa57b78b54704e256024e,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,120000000000000000,Wrapped BNB,WBNB,18,101,248523,5000000000,196056,12719375,deprecated,6195671
7687,20002157,1659182718,0xe976727bcc074070c8bcd8590f5d1660476fb1636b0aa3b2be689d66a8905b26,343,0x7e6528f487d75226ff7d8439f478e9a7f009bbf425213d3a82e70414bb1f37c9,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x6dd3759feab99d06e5ae472b01829763df701d38,3795768086376845,Wrapped BNB,WBNB,18,17,3000000,10000000000,608762,2368923,deprecated,6195670
7688,20002157,1659182718,0x309de2cd37c7c8701abaefd9ea3815657d1a5ce5f2a0bfd54058868a18bdf764,2011,0x7e6528f487d75226ff7d8439f478e9a7f009bbf425213d3a82e70414bb1f37c9,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0xbee4b88c14e88cf014c03b95d9ab8c88f846cb01,1380272619996124309,Wrapped BNB,WBNB,18,28,195048,7000000000,167119,3278789,deprecated,6195670
7689,20002157,1659182718,0xe4831714ff3e24ceebd749397f3c5f24eb960e916cd2a0af09d8d9490b7ff070,5692,0x7e6528f487d75226ff7d8439f478e9a7f009bbf425213d3a82e70414bb1f37c9,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x3f32d3eaabdcb3a9fe8101e58cf40621b7d43e15,463410941759649917,Wrapped BNB,WBNB,18,46,3835723,5500000000,398335,5248687,deprecated,6195670
7690,20002157,1659182718,0x09752532cb3a28f96d5524285a5360e19fcbf4f85689426599d4d8c133b30c48,66,0x7e6528f487d75226ff7d8439f478e9a7f009bbf425213d3a82e70414bb1f37c9,0x10ed43c718714eb63d5aa57b78b54704e256024e,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,50000000000000000,Wrapped BNB,WBNB,18,148,259650,5000000000,206012,17953158,deprecated,6195670
7691,20002158,1659182721,0x866fb8837b4ee694c0c0becc7edf8f1d93897e6f0dca026b38f289bae829b45a,34891,0xddf05cd7a48eec6086baf5a8889afbd29ee766e690133224c93613482c17194b,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x74fa517715c4ec65ef01d55ad5335f90dce7cc87,1725317007938936495,Wrapped BNB,WBNB,18,13,700000,7500000000,193317,2237016,deprecated,6195669
7692,20002158,1659182721,0xa66087d31d714028ab5a5f0668f44364702de4df70aa820b6db7373aa61ddc46,88,0xddf05cd7a48eec6086baf5a8889afbd29ee766e690133224c93613482c17194b,0x10ed43c718714eb63d5aa57b78b54704e256024e,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,200000000000000000,Wrapped BNB,WBNB,18,24,242888,6000000000,191012,4047035,deprecated,6195669
7693,20002158,1659182721,0xb2db587ffd304a454fe11539289ae2478b4a730ea864940dd5e5c2a9d92ef68a,363,0xddf05cd7a48eec6086baf5a8889afbd29ee766e690133224c93613482c17194b,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0xdee7bd9f27190c9e9bcca26d9deb5ceca3fa5d1b,48441170456225775,Wrapped BNB,WBNB,18,102,293306,5000000000,235848,14813421,deprecated,6195669
7694,20002158,1659182721,0x8fb177481684e4bf82651e2212d43ea595f672d39ecfff9aa1b1e6d0f594a955,370,0xddf05cd7a48eec6086baf5a8889afbd29ee766e690133224c93613482c17194b,0x10ed43c718714eb63d5aa57b78b54704e256024e,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,50000000000000000,Wrapped BNB,WBNB,18,133,360900,5000000000,213000,19003371,deprecated,6195669
7695,20002158,1659182721,0x9301f0a53be4e57c4fb221eb90188f067f30a229edff002766df5f271eb9b5f4,2,0xddf05cd7a48eec6086baf5a8889afbd29ee766e690133224c93613482c17194b,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0xdd5bad8f8b360d76d12fda230f8baf42fe0022cf,276049172704447812,Wrapped BNB,WBNB,18,156,225076,5000000000,193990,26546208,deprecated,6195669
7696,20002158,1659182721,0x6d274e4c88c9a17e29d38541a0203679fc57762d715aed6b787bba532ff18903,205,0xddf05cd7a48eec6086baf5a8889afbd29ee766e690133224c93613482c17194b,0x07896ba68050f768fe1b5ed007403338fa427808,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,93235874808954214,Wrapped BNB,WBNB,18,160,269278,5000000000,204366,27275943,deprecated,6195669
7697,20002159,1659182724,0x33240592cc6c5ec834e30192c55910826ba4f41d5246f5dae757362d2f3ba7a9,773,0x1262bfe327c1012586db4f62869f70d6907cbceb37ee534f16f88ec107070a0e,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x10ed43c718714eb63d5aa57b78b54704e256024e,551205505234090136,Wrapped BNB,WBNB,18,19,705625,6000000000,623774,2392709,deprecated,6195668
7698,20002159,1659182724,0xb598e4b7b7cfa366ce769439a90ea345811c95c8691852a81b5ccbd72cb078bd,31,0x1262bfe327c1012586db4f62869f70d6907cbceb37ee534f16f88ec107070a0e,0x1405966cd1d3e171afcc1b2e91eaa5de72ce763e,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,257957878976177214,Wrapped BNB,WBNB,18,86,265754,5000000000,230279,11124538,deprecated,6195668
7699,20002159,1659182724,0x146288c6fb82f35c9efa6af9ca50838a52e842a27db7d68e6579fe841c48ec30,430,0x1262bfe327c1012586db4f62869f70d6907cbceb37ee534f16f88ec107070a0e,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0xef31589c9a479fd370d391f3d246fa23f3365957,752230228645297279,Wrapped BNB,WBNB,18,148,276738,5000000000,240220,16758456,deprecated,6195668
7700,20002160,1659182727,0x08d481e96b1fa33aeae6b8616d8db821ecb26b7df7eed10fad339e8879475df6,327,0x17c23d11607c47449dd3912d5a83f2941465449310d226201cad07f2ef1a6f1e,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x7c3038322b8c7cd3458fcdf0b83341f812104f67,1973722862935312106,Wrapped BNB,WBNB,18,36,703212,7000000000,545752,3406171,deprecated,6195667
7701,20002160,1659182727,0xc0852e0f1a1051e248bfc3f7186af3fc6ed70edf7dc52094509081e7d974cf66,125,0x17c23d11607c47449dd3912d5a83f2941465449310d226201cad07f2ef1a6f1e,0xaaa4eb3477d3720c198c9a3030c3098f93843d70,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,180480375670844280,Wrapped BNB,WBNB,18,37,212845,7000000000,168301,3574472,deprecated,6195667
7702,20002160,1659182727,0x5c0249746d55ea5e663f4512166b4bb947423efeaaa25d71f5b774550929e308,882,0x17c23d11607c47449dd3912d5a83f2941465449310d226201cad07f2ef1a6f1e,0x41ce7724435b9732aa49f713f6117b42e178a3e8,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,905306080248422258,Wrapped BNB,WBNB,18,95,194899,5355000000,164070,9819743,deprecated,6195667
7703,20002160,1659182727,0x4b31f764bb4508b893532779b18cae4e784feb7cd3079141a20699c6027d2f58,76,0x17c23d11607c47449dd3912d5a83f2941465449310d226201cad07f2ef1a6f1e,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x53a63ac301d6410915385294527f947aff616599,10919422399302300,Wrapped BNB,WBNB,18,108,360000,5000000000,180114,11485090,deprecated,6195667
7704,20002160,1659182727,0x8822b2663a8aa73c3037a35d8c4288226cbc53685d0055b56d6a2ad6a65caf9a,11623,0x17c23d11607c47449dd3912d5a83f2941465449310d226201cad07f2ef1a6f1e,0x41ce7724435b9732aa49f713f6117b42e178a3e8,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,156145014276058930,Wrapped BNB,WBNB,18,139,291778,5000000000,159035,15875475,deprecated,6195667
7705,20002160,1659182727,0xf3ad497ddd9e76225d6b6fa7ceae20ad117fb9824cad598f3fc0563cbf1434d0,1,0x17c23d11607c47449dd3912d5a83f2941465449310d226201cad07f2ef1a6f1e,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x10ed43c718714eb63d5aa57b78b54704e256024e,69011388206013763,Wrapped BNB,WBNB,18,169,165880,5000000000,125518,19026320,deprecated,6195667
7706,20002160,1659182727,0x7042a385d690d129c4a1618470c8ba118f627e400a0eeab66182b0970e12346b,1096,0x17c23d11607c47449dd3912d5a83f2941465449310d226201cad07f2ef1a6f1e,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x10ed43c718714eb63d5aa57b78b54704e256024e,1476067990665527,Wrapped BNB,WBNB,18,181,248480,5000000000,181479,20375690,deprecated,6195667
7707,20002161,1659182730,0xa281902ee033a0a7cca35c4d5ab6fd62d62a0a56f22dc641bfc2aa0bd75b2ae3,408,0x59095d993e118f3e93bcc8acc5776beae054158bbee0d5fb424ba3ee81fe3aaa,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x66c5e3a3ec76eb08ec136b53f6c2925d7136cd13,34505681227601295,Wrapped BNB,WBNB,18,39,230392,7000000000,210832,2186248,deprecated,6195666
7708,20002161,1659182730,0x61d8d4d5b4ce19b93858bf2e0ed1859a0a3f9d12df0db467d27105d0be848c5d,103,0x59095d993e118f3e93bcc8acc5776beae054158bbee0d5fb424ba3ee81fe3aaa,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0xcfa9384b47a98c691ea02ebcef0f63e1f6a0a1b2,1080023610443320485,Wrapped BNB,WBNB,18,41,242319,7000000000,209420,2416668,deprecated,6195666
7709,20002162,1659182733,0x5a43fb6e38c4fe00a0f4589548def53c0bd00e83b264d7cc1f1218725454c210,789,0x8b59dc36515529f6f9723e9669e354faec3d4ae5b88009851bff7ffcdbc2afe9,0x1a72de436d1386ea002c5180795a495e50a6d7a2,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,346786341335370533,Wrapped BNB,WBNB,18,50,219068,7000000000,200804,3022177,deprecated,6195665
7710,20002162,1659182733,0x08bfaeb8caed56c7bdff35acee1b4ccf6c4fea1446140eff2b18d9d31b7c452c,528,0x8b59dc36515529f6f9723e9669e354faec3d4ae5b88009851bff7ffcdbc2afe9,0x10ed43c718714eb63d5aa57b78b54704e256024e,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,700000000000000000,Wrapped BNB,WBNB,18,80,145785,5355000000,107268,6270078,deprecated,6195665
7711,20002162,1659182733,0x3d9925ca4cf866b098f7b3b3660541c32e1b389a4dfbc2577ca9ad51f969b135,5,0x8b59dc36515529f6f9723e9669e354faec3d4ae5b88009851bff7ffcdbc2afe9,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x10ed43c718714eb63d5aa57b78b54704e256024e,8305932947910462,Wrapped BNB,WBNB,18,145,248139,5000000000,196169,18813232,deprecated,6195665
7712,20002162,1659182733,0x6edc0bc99a30d82ef7c533fc33074526348609bcf5113a669a458fe9f7ee3344,5335,0x8b59dc36515529f6f9723e9669e354faec3d4ae5b88009851bff7ffcdbc2afe9,0xfbaebcb3c22ba9acb3a64eb0be82c9a46c56deea,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,1298251519587242184,Wrapped BNB,WBNB,18,161,3831173,5000000000,337923,20900020,deprecated,6195665
7713,20002162,1659182733,0x240a5d9460a87d54996d09886b164f0a8364425588fea64a54d2cf1853964234,8040,0x8b59dc36515529f6f9723e9669e354faec3d4ae5b88009851bff7ffcdbc2afe9,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x4cb29498595a733c4b0d710e766bb89345ee945b,1380232512957518361,Wrapped BNB,WBNB,18,220,304924,5000000000,194883,25465255,deprecated,6195665
7714,20002162,1659182733,0x396544cc997efa0e9d0fafb67cb6cd01f36f3cc6d41c70dbb87191782462089f,345,0x8b59dc36515529f6f9723e9669e354faec3d4ae5b88009851bff7ffcdbc2afe9,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x0ff54e8fcf8ca5af56ff685d13fa5b373fbb62a1,112086859062577985,Wrapped BNB,WBNB,18,293,229119,5000000000,182609,35324625,deprecated,6195665
7715,20002162,1659182733,0x20baf65b4ff1322083fe73ab9865eb053b7e72a100170844b0dc53fbfc8ce360,71,0x8b59dc36515529f6f9723e9669e354faec3d4ae5b88009851bff7ffcdbc2afe9,0x014608e87af97a054c9a49f81e1473076d51d9a3,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,90317027328604121,Wrapped BNB,WBNB,18,295,579458,5000000000,508245,35917217,deprecated,6195665
7716,20002163,1659182736,0xae07ef844602ab9fcc4b20de32679616a3d7e756f32263940b6f070dc4563ba6,1761,0xab76e43eda2c6d0e44e04d98b4600323ff6f35c412e58ca70d81d3ab012e46c1,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0xcfa9384b47a98c691ea02ebcef0f63e1f6a0a1b2,690111142703185012,Wrapped BNB,WBNB,18,18,242319,7000000000,221504,2228876,deprecated,6195664
7717,20002163,1659182736,0x9f620748707cf70608b0310919b485fb803038dd4fddcbbbbb458147a2edd364,328,0xab76e43eda2c6d0e44e04d98b4600323ff6f35c412e58ca70d81d3ab012e46c1,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x10ed43c718714eb63d5aa57b78b54704e256024e,11232099381246757,Wrapped BNB,WBNB,18,28,250327,5500000000,198158,3540068,deprecated,6195664
7718,20002163,1659182736,0x2a791d73d2ab812f5735f1af747d0275e17db3f737fb29389291700ccdf47f8d,351,0xab76e43eda2c6d0e44e04d98b4600323ff6f35c412e58ca70d81d3ab012e46c1,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x747c87980315325e794ec920fa6950d287047289,34401950340084065,Wrapped BNB,WBNB,18,33,357529,5500000000,281353,4539227,deprecated,6195664
7719,20002163,1659182736,0xd22b106e6a749a92d58b7830c1a51c4fb4fbdebbb232658c6074374637827996,415,0xab76e43eda2c6d0e44e04d98b4600323ff6f35c412e58ca70d81d3ab012e46c1,0x3c63782e7befd833368bd97be125c5bbb59da162,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,1371024642561964850,Wrapped BNB,WBNB,18,75,447349,5000000000,383281,9153314,deprecated,6195664
7720,20002163,1659182736,0xbd364ce9e0b93480bfc569e1dc1a0b5a695b69860667d8da236f35fe19be7ab2,125,0xab76e43eda2c6d0e44e04d98b4600323ff6f35c412e58ca70d81d3ab012e46c1,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x10ed43c718714eb63d5aa57b78b54704e256024e,500000000000000000,Wrapped BNB,WBNB,18,102,165900,5000000000,125537,12886688,deprecated,6195664
